ID	tweet	Affect Dimension	Intensity Score
2017-En-10643	be strong,independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality,the better	anger	0.255
2017-En-11280	@justinrow10 madden is the reason why controllers are snapped	anger	0.458
2017-En-11483	finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet	anger	0.312
2017-En-11306	omg someone asked them to sit and they reluctantly moved with a huff. biiitttccchhhhhh 🔪	anger	0.771
2017-En-10931	@danbloom1 beware the fury of a weak [Name]	anger	0.417
2017-En-10094	@leesyatt you are a cruel,cruel man. #therewillbeblood	anger	0.775
2017-En-10324	dear indians.. it is hard to swallow this but for once try to swallow this bitter pill... that is.. pakistan is number one in test cricket!!!	anger	0.542
2017-En-10723	keep in mind. we're all weak. don't insult people just because they're human.	anger	0.333
2017-En-10664	“ they who is slow to anger is better than the mighty,and they who rules their spirit than they who takes a city. ” \ np16: 32 #bibleverse #pride #anger	anger	0.314
2017-En-10520	@auntiesupreme @kimberlycarole y'all found me to express yalls displeasure. 😉	anger	0.438
2017-En-10757	@justinbieber thank u [Name] for this amazing concert. i can't believe that only u can provoke these thousand smiles these night #believetour	anger	0.312
2017-En-11001	@josefcd904 @reddou_kun @deven_luca @supersoniclemon they also likes incurring [Name] wrath.	anger	0.333
2017-En-11130	@o2academybham since when the fuck can you not stand at a concert? #raging	anger	0.771
2017-En-10983	@thebarmyarmy looking forward to div 2 next year @andybarmyarmy? #leictershireaway #therey	anger	0.375
2017-En-10559	im also definitely still bitter about the yellow ranger not being asian,but asian representation in hollywood is essentially a shrug anyway	anger	0.417
2017-En-10269	did we miss the fact that #burkeramsey swung & hit their sister #jonbenet in the face with a golf club previously out of a fit of #anger?	anger	0.598
2017-En-10245	can someone make me a priority list of which things i should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops	anger	0.583
2017-En-10583	@judahandthelion tonight. legit can't wait to rage 🤘 🏻 🤘 🏻 🤘 🏻 🤘 🏻 🤘 🏻 🔥	anger	0.417
2017-En-10788	@pbump @andyrichter my heart goes out to that woman for the indignity of what they is sitting through.	anger	0.271
2017-En-11636	@jordysloan love that jordy #revenge ⚽ ️	anger	0.333
2017-En-10976	when you want to say something so bad but can't! #furious 😤	anger	0.521
2017-En-11295	@amymarsden_wtf i'm as pure as the driven snow after it's been pissed on by multiple rabid dogs	anger	0.667
2017-En-10969	huge congratulations to [Name] winning big brother 18! @bbnicole #bb18 sorry not sorry #bitter #bbmichelle	anger	0.271
2017-En-10933	( [Name] ) [Name] law: never offend people with style when you can fake that,you have to break us in this island.	anger	0.333
2017-En-10238	and they got all angry telling me ' but what would be doing a 40 year old guy looking for a girl like you ' and i felt #offended	anger	0.583
2017-En-11596	@uncle_brown22 yeah dude! appreciate the #support! #notorious on abc,peep it! #grateful #relentless	anger	0.312
2017-En-11411	yeah,no. i [Name] ' mind tweetin ' that twice. #snap #blm #likethat	anger	0.396
2017-En-10024	@lekingcoq @mistaaggy @giovanniidc the way my blood is boiling,little bastards!	anger	0.792
2017-En-11598	don't be offended,\ ni'm just doing something that,\ ngives your life more hurts. \ n \ n #haikuchallenge #offend #poetry	anger	0.625
2017-En-11463	@gypsydragoness chuckle. ' any idea girl? ' the dragoness let out a frustrated growl,blowing smoke out of their nostrils. the old man nodded +	anger	0.417
2017-En-10804	@kingnicky7 also madden isn't the funniest game to watch and if there isn't much happening it's boring	anger	0.250
2017-En-10143	testing #angry	anger	0.667
2017-En-11221	@lululemonlime83 wow,your right they do need help,so what i'm getting from the laureliver fandom and bitter comic fandom and	anger	0.479
2017-En-11231	being abroad is causing me to make spontaneous decisions and not worry about things which is good,but the type a part of me is fuming	anger	0.521
2017-En-11177	[Name] offers [Name] a ‘ peace ’ of their mind: north queensland playmaker [Name] [Name] insists they holds no grudge against [Name] g...	anger	0.312
2017-En-11458	hey all you white people out there ; are you #offended when people refer to you as a cock asian? #noseriously	anger	0.604
2017-En-10594	#welfarereform should not be a ' model ' for.	anger	0.417
2017-En-10932	@dj_jeanfranko growl!!!	anger	0.500
2017-En-11385	@xblademania ' i didn't see them??? ' huff.	anger	0.417
2017-En-10015	zero help from @ups customer service. just pushing the buck back and forth and promising callbacks that [Name] ’ t happen. #anger #loathing	anger	0.854
2017-En-11562	@emilieragann did another bee [Name] you on the tongue?	anger	0.306
2017-En-10230	girls irritate me so much lol	anger	0.527
2017-En-10331	need a new outlet for #rage	anger	0.542
2017-En-11114	@red_magpie @ali_faceache1 @joanna_caron @kcbfd @xmattxlawx [Name] not exactly a rabid tub thumper compared to [Name] now is they.	anger	0.500
2017-En-10789	you can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless	anger	0.271
2017-En-10346	recommended reading: prisoners of hate by [Name] [Name] #anger	anger	0.521
2017-En-11556	@alour @jkramon1313 you should force your neighbours to pay that! those people have some nerve!!! #victim	anger	0.667
2017-En-11268	@cassidyyy_0 literally [Name] already had their chance and they played shitty both seasons.	anger	0.500
2017-En-10596	@realpaulwalker r. i. p [Name],furious 8 can't wait	anger	0.254
2017-En-11162	why is it always me picking up the pieces :/	anger	0.458
2017-En-11572	@donnymurray i'm just no offended by stuff.we ' re gettin a situ where folk moan about the polis / snp but then happy to snitch when offended...	anger	0.479
2017-En-11382	very little frustrates me as much as misplacing something. been looking for my keys for 2 hours now	anger	0.562
2017-En-11495	#pain is an aspect of #human evolution ; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears # o	anger	0.479
2017-En-10856	love the new song i can't stop thinking about you by.	anger	0.083
2017-En-11622	@lethalweaponfox promised i wouldn't live tweet,but @damonkwayans + @claynecrawford brought it! @jordanabrewster and #furious action ftw!	anger	0.521
2017-En-10208	@austin4evaleeds fuming!	anger	0.625
2017-En-10367	. @leafyszerker @markiplier is that an insult? sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying	anger	0.521
2017-En-10372	now it's time to remove cb from the team somehow. screw it. rip the band-aid off. it'll [Name] for a bit but [Name] will get over it.	anger	0.521
2017-En-10816	i should really study today for chemistry but playing madden is just way more fun.	anger	0.208
2017-En-11505	@markk1872 red heads are more fiery.	anger	0.280
2017-En-10993	the war is right outside your door #usatoday	anger	0.396
2017-En-10456	get to work and there's a fire drill. #fire #burning #outthere #inthedark	anger	0.479
2017-En-10076	i dislike people who get offended by the littlest shit.	anger	0.729
2017-En-41169	@dlrwills turn that frown upside down buddy 🙃.	anger	0.375
2017-En-11396	@depressedstride > huff louder	anger	0.375
2017-En-10868	@dailymirror i love how theres no outrage that it's a white man but if it was a black man them blm would be all over it regardless of reason	anger	0.726
2017-En-11311	@bell @bell_support cancelling home fibe,internet and tv this afternoon - as soon as i can arrange alternate internet. 2/2 #fedup	anger	0.667
2017-En-40205	@laureeenwillam can't cope wi their sour face and tiny pout 😡 😡	anger	0.479
2017-En-11632	@jackmegawphoto what if lives are attached to real estate? shall i come trash your cameras because i'm angry with what your race is doing?	anger	0.604
2017-En-10306	@kingcharles9th i [Name] forgot you had twitter and if you don't follow me back im gonna be #offended	anger	0.421
2017-En-10536	@istolefreehugs @stephlaris lol i'm happy with my negative,realistic ass self. sorry to offend you	anger	0.438
2017-En-11180	manchester derby at home	anger	0.188
2017-En-41175	i love when #girls are busy in teaching how to #pout while taking #selfie in a mall,their desication is immense #women love #perfection	anger	0.188
2017-En-11488	anger that you are willing to take out on people & the world in general,& all #police,is worst,most indefensible kind of.	anger	0.667
2017-En-10480	i don't mean to offend anyone,but 93.7 literally blames everything on white people. in some cases it's true,but a lot of times,it's not	anger	0.458
2017-En-11232	@thatguy_dree @recklesswonder_ neither one of y'all can see me in this madden	anger	0.375
2017-En-10854	follow up. follow through. be. #success	anger	0.125
2017-En-10382	could never be a angry drunk lol yall weirdos just enjoy your time	anger	0.521
2017-En-10069	i lost a couple niggas i want revenge so put me in coach	anger	0.875
2017-En-11298	another l on the board we just cannot match up on paper with these teams at the moment and its showing on the field. onto denver	anger	0.521
2017-En-11649	@baileygazteacow no. the gay guy and the dad revenge fucking	anger	0.583
2017-En-11194	@downeysduckling [Name] fury	anger	0.438
2017-En-11566	[Name]: no 500k,no 50k,no 25k,no 10k. you fucked up. #bb18 #shouldofvotedfornicole	anger	0.688
2017-En-10336	[Name] hath not fury like a hamstring cramp. #ouch	anger	0.542
2017-En-11462	y'all do the most on twitter and snap	anger	0.396
2017-En-41044	wrinkles should merely hide where frown have been. - [Name] twain	anger	0.125
2017-En-10149	@tmz @harveylevintmz [Name] hath no fury like a women scorned. it's the affair. not the parenting	anger	0.667
2017-En-11218	@loyalladymalfoy < • change them themself. they follows behind with a scowl pinching their lips and takes the sheets to their room. ' so who is • >	anger	0.361
2017-En-10146	i was angry.	anger	0.667
2017-En-11104	@inthefade going back to blissful ignorance?!	anger	0.454
2017-En-40469	@bonesarp ' that is a disappointment. ' \ n \ nhe fakes a pout,then starts to chuckle.	anger	0.438
2017-En-11478	hey long time no tweet but im rooting for [Name] to win bc they is the only one that played bb and [Name] for 2nd bc they doesnt irritate me #bb18	anger	0.312
2017-En-10510	@kencurtin they might get [Name] óg sure! they won't have them in cork as [Name] to fiery for dopey [Name] & their cult	anger	0.458
2017-En-11318	boys dm me pictures of your cocks! the best one will get uploaded! ☺ ️ 💦 💦 #cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute	anger	0.500
2017-En-11302	@jbanks88 offense can't score 3 redzone trips no points n lbs can't pull flags n i missed a flag that lead to a td dat took da league	anger	0.458
2017-En-10451	my leg feels like it's gonna burst,yet i'm still expected to go into work :) :)	anger	0.333
2017-En-10466	@danrafaelespn no [Name] fury beat the man who been at top for years [Name] [Name] should be above [Name] pacquaio frampton	anger	0.479
2017-En-11683	like they really just fucking asked me that. #offended	anger	0.750
2017-En-11323	@rvagamebreak @gahsbasketball @gajagsfootball \ ngo jags!! 🐆 i think we have a good shot of beating deep run tomorrow!	anger	0.333
2017-En-11672	[Name] mixing it up pretty well.. using that slider pretty affective so far #thebabybombers #yankees #offense	anger	0.354
